Gender,Age,Working_professional,Annual_income,Mode_of_investment,Investment_per_month,Motivation_cause,Resources_used,Goal_for_investment,Duration_to_save(in_Years),Mode_of_investment_numeric
Male,52,1,280000,Gold / Any other Materialistic investment,2000,Family member,Brokers,Regarding your / Your Siblings marriage,8,1
Female,52,1,200000,Mutual Funds,10000,Friends,Books,Wealth generation,10,6
Male,29,0,500000,Marketing ,0,Self ,Family members/Friends,Tax saving,10,8
Female,58,1,600000,Chit fund,10000,Self Interest ,Social media/ Articles,All the above ,15,7
Male,40,0,0,Mutual Funds,0,Self ,News articles / Current affairs,Tax saving,21,4
Male,18,0,250000,"Real estate, Bonds",0,Self ,Social media/ Articles,Construction of own House / Buying a new Car,1,3
Male,51,0,400000,Mutual Funds,1000,Self,News articles / Current affairs,Personal Savings,15,5
Male,37,1,600000,"Banking - RD, FD",0,Through Bank,Brokers,Personal Savings,5,4
Male,21,0,0,"Real estate, Bonds",7000,Social media/ Articles,Brokers,Planning for finacial freedom after Retirement,8,7
Female,30,0,260000,Chit fund,5000,Through Bank,Social media/ Articles,Regarding your / Your Siblings marriage,1,8
Male,54,1,280000,"Real estate, Bonds",2000,Self Interest ,Books,Children's education/ Marriage,7,3
Male,46,0,250000,Crypto currency,5000,Schemes,Family members/Friends,Regarding your / Your Siblings marriage,9,4
Female,24,0,260000,Crypto currency,1000,Self Interest ,Family members/Friends,Planning for finacial freedom after Retirement,21,7
Female,34,0,0,"Banking - RD, FD",2000,Self motivation ,Investors in bank,Wealth generation,25,4
Male,51,0,120000,Mutual Funds,10000,Family member,Books,Regarding your / Your Siblings marriage,20,0
Male,49,1,180000,Mutual Funds,1000,Social media/ Articles,Mobile applications,Personal Savings,1,3
Female,39,1,400000,"Stocks - Intraday, long term",1000,Friends,Brokers,Personal Savings,8,6
Male,19,1,280000,Marketing ,7000,Self,Books,Regarding your / Your Siblings marriage,15,0
Female,22,0,260000,Crypto currency,10000,Self,News articles / Current affairs,Planning for finacial freedom after Retirement,6,2
Female,35,1,400000,Chit fund,5000,Family member,Family members/Friends,Personal Savings,6,2
Female,45,1,260000,Gold / Any other Materialistic investment,7000,Family member,Mobile applications,Personal Savings,25,1
Male,56,1,400000,"Stocks - Intraday, long term",10000,Agents/Investment brokers,Family members/Friends,All the above ,7,7
Male,47,1,0,Gold / Any other Materialistic investment,2000,Family member,Brokers,Wealth generation,1,4
Male,54,0,384000,Not prepared ,1000,Self Interest ,News articles / Current affairs,Children's education/ Marriage,2,1
Male,54,1,150000,Mutual Funds,2000,Schemes,Investors in bank,Regarding your / Your Siblings marriage,5,7
Female,20,0,0,Chit fund,10000,Family member,Family members/Friends,Wealth generation,10,3
Male,32,0,300000,Mutual Funds,2000,Self,Social media/ Articles,Construction of own House / Buying a new Car,1,8
Male,18,0,180000,Not prepared ,0,Family member,Brokers,Construction of own House / Buying a new Car,6,4
Male,53,1,80,"Banking - RD, FD",1000,Agents/Investment brokers,News articles / Current affairs,Children's education/ Marriage,6,4
Female,50,1,300000,"Real estate, Bonds",10000,Friends,Mobile applications,Tax saving,20,4
Female,60,1,384000,Chit fund,2000,Family member,Social media/ Articles,Planning for finacial freedom after Retirement,21,6
Male,36,1,350000,Not prepared ,7000,Self,Books,Wealth generation,10,8
Male,31,1,80,Marketing ,7000,Self ,Books,Regarding your / Your Siblings marriage,15,2
Male,30,0,500000,Mutual Funds,2000,Schemes,News articles / Current affairs,Regarding your / Your Siblings marriage,10,6
Male,22,1,280000,Not prepared ,7000,Self motivation ,Social media/ Articles,Personal Savings,2,7
Female,20,1,384000,"Real estate, Bonds",7000,Self ,News articles / Current affairs,Planning for finacial freedom after Retirement,10,2
Female,55,0,280000,Crypto currency,0,Friends,Brokers,Personal Savings,9,2
Male,21,0,0,Not prepared ,0,Social media/ Articles,Brokers,Wealth generation,8,3
Male,57,1,180000,Marketing ,10000,Agents/Investment brokers,Brokers,Regarding your / Your Siblings marriage,1,0
Female,55,1,0,Mutual Funds,5000,Self Interest ,Investors in bank,Tax saving,3,0
Female,51,1,120000,Not prepared ,10000,Through Bank,Brokers,All the above ,15,0
Female,54,1,280000,Not prepared ,2000,Schemes,Family members/Friends,Tax saving,6,6
Female,40,1,350000,Gold / Any other Materialistic investment,0,Agents/Investment brokers,Social media/ Articles,Planning for finacial freedom after Retirement,20,2
Female,42,0,600000,Crypto currency,2000,Self Interest ,Brokers,Regarding your / Your Siblings marriage,20,7
Male,18,0,120000,Mutual Funds,3000,Family member,News articles / Current affairs,Children's education/ Marriage,8,7
Female,47,0,260000,"Banking - RD, FD",2000,Self Interest ,Mobile applications,Wealth generation,3,1
Female,49,1,384000,"Stocks - Intraday, long term",3000,Self,Investors in bank,Construction of own House / Buying a new Car,6,3
Female,52,1,600000,"Real estate, Bonds",5000,Through Bank,Investors in bank,Wealth generation,5,6
Female,39,1,350000,"Banking - RD, FD",10000,Social media/ Articles,Books,Tax saving,6,3
Male,38,1,150000,Gold / Any other Materialistic investment,10000,No one,Brokers,Planning for finacial freedom after Retirement,2,7
Female,21,0,150000,Chit fund,3000,Self Interest ,Books,Personal Savings,5,2
Male,55,0,180000,"Stocks - Intraday, long term",3000,Through Bank,Mobile applications,All the above ,10,3
Male,31,1,300000,Chit fund,0,Family member,Brokers,Tax saving,8,6
Female,53,1,350000,Chit fund,2000,Agents/Investment brokers,Books,Wealth generation,9,7
Male,37,1,500000,Gold / Any other Materialistic investment,7000,Social media/ Articles,Books,Regarding your / Your Siblings marriage,20,1
Male,46,1,384000,Chit fund,2000,Through Bank,Family members/Friends,Regarding your / Your Siblings marriage,8,2
Female,53,1,500000,Mutual Funds,2000,Through Bank,Social media/ Articles,Regarding your / Your Siblings marriage,7,1
Male,30,1,250000,"Real estate, Bonds",10000,Self motivation ,Brokers,Planning for finacial freedom after Retirement,10,4
Female,49,0,80,"Real estate, Bonds",7000,Self Interest ,Investors in bank,Regarding your / Your Siblings marriage,10,5
Female,28,1,250000,"Real estate, Bonds",5000,Self,Social media/ Articles,Planning for finacial freedom after Retirement,15,3
Male,20,0,0,Mutual Funds,10000,Friends,Family members/Friends,Construction of own House / Buying a new Car,10,5
Female,29,1,500000,Mutual Funds,1000,Self,Brokers,Construction of own House / Buying a new Car,8,2
Male,23,1,150000,Marketing ,3000,Self Interest ,Family members/Friends,Planning for finacial freedom after Retirement,6,8
Female,41,0,0,"Stocks - Intraday, long term",7000,Agents/Investment brokers,Books,Planning for finacial freedom after Retirement,21,7
Female,54,1,360000,Crypto currency,7000,Friends,Social media/ Articles,Planning for finacial freedom after Retirement,7,0
Male,26,1,80,Crypto currency,7000,Self Interest ,Social media/ Articles,Children's education/ Marriage,1,8
Male,35,0,600000,"Banking - RD, FD",3000,Agents/Investment brokers,Mobile applications,Planning for finacial freedom after Retirement,6,6
Male,22,0,120000,Gold / Any other Materialistic investment,1000,Friends,News articles / Current affairs,Regarding your / Your Siblings marriage,3,6
Male,40,0,80,Mutual Funds,1000,Self motivation ,Investors in bank,Children's education/ Marriage,6,8
Female,58,1,180000,Not prepared ,5000,Self Interest ,Brokers,Tax saving,4,0
Male,30,1,600000,Not prepared ,2000,No one,Social media/ Articles,Regarding your / Your Siblings marriage,25,8
Female,37,0,400000,Crypto currency,2000,Agents/Investment brokers,Family members/Friends,Tax saving,6,5
Female,35,1,600000,Gold / Any other Materialistic investment,0,Agents/Investment brokers,Brokers,Planning for finacial freedom after Retirement,15,6
Female,52,1,280000,"Banking - RD, FD",7000,Schemes,News articles / Current affairs,Children's education/ Marriage,2,6
Female,26,1,360000,Gold / Any other Materialistic investment,2000,Social media/ Articles,News articles / Current affairs,Wealth generation,15,8
Male,26,0,120000,Crypto currency,3000,Self,Books,Personal Savings,3,3
Female,34,0,500000,"Banking - RD, FD",10000,Self,Books,Planning for finacial freedom after Retirement,1,8
Female,52,1,360000,"Real estate, Bonds",10000,Self,Mobile applications,Planning for finacial freedom after Retirement,6,3
Female,50,1,180000,Crypto currency,1000,No one,News articles / Current affairs,Children's education/ Marriage,15,4
Male,59,0,500000,Not prepared ,2000,Schemes,Social media/ Articles,Construction of own House / Buying a new Car,2,4
Male,27,1,260000,Gold / Any other Materialistic investment,3000,Family member,Investors in bank,All the above ,2,8
Male,19,0,200000,"Real estate, Bonds",2000,Agents/Investment brokers,Family members/Friends,Regarding your / Your Siblings marriage,1,0
Female,47,0,180000,"Banking - RD, FD",1000,Through Bank,Family members/Friends,Construction of own House / Buying a new Car,1,7
Male,53,1,180000,Mutual Funds,0,Self Interest ,Investors in bank,Wealth generation,10,8
Female,33,0,360000,Chit fund,0,Self ,Books,Personal Savings,20,4
Female,28,0,150000,"Real estate, Bonds",0,Friends,Family members/Friends,Children's education/ Marriage,25,1
Male,59,1,180000,Chit fund,2000,Family member,Investors in bank,Wealth generation,2,3
Male,49,1,80,"Real estate, Bonds",5000,Social media/ Articles,Brokers,Wealth generation,9,6
Male,32,0,0,"Banking - RD, FD",0,Social media/ Articles,Brokers,Wealth generation,25,3
Female,46,0,600000,"Stocks - Intraday, long term",2000,Self Interest ,News articles / Current affairs,All the above ,21,2
Female,52,1,180000,Marketing ,7000,Self ,Mobile applications,Wealth generation,6,3
Male,37,1,300000,Marketing ,5000,Social media/ Articles,News articles / Current affairs,Planning for finacial freedom after Retirement,21,0
Male,52,1,200000,"Real estate, Bonds",1000,Social media/ Articles,Mobile applications,Construction of own House / Buying a new Car,1,8
Male,19,0,200000,Chit fund,5000,Family member,Brokers,Wealth generation,2,8
Female,52,0,400000,Not prepared ,10000,No one,News articles / Current affairs,Planning for finacial freedom after Retirement,15,5
Male,30,0,150000,"Real estate, Bonds",2000,Self Interest ,Family members/Friends,Children's education/ Marriage,6,6
Male,50,1,150000,Gold / Any other Materialistic investment,0,Self Interest ,Investors in bank,Wealth generation,10,7
Female,50,0,280000,"Real estate, Bonds",10000,Friends,Social media/ Articles,Personal Savings,7,2
Male,57,0,300000,"Banking - RD, FD",3000,Through Bank,Books,All the above ,20,4
Female,40,0,384000,Crypto currency,10000,Social media/ Articles,Family members/Friends,All the above ,15,2
Female,27,1,600000,Mutual Funds,1000,Self motivation ,Social media/ Articles,Wealth generation,1,0
Male,32,1,360000,"Real estate, Bonds",5000,Schemes,News articles / Current affairs,Personal Savings,7,2
Female,28,0,300000,Chit fund,10000,Through Bank,Brokers,All the above ,7,0
Male,49,1,280000,Not prepared ,7000,Self motivation ,News articles / Current affairs,Construction of own House / Buying a new Car,2,3
Male,55,0,150000,Gold / Any other Materialistic investment,7000,Friends,News articles / Current affairs,All the above ,10,3
Female,50,0,260000,Chit fund,1000,No one,Family members/Friends,Regarding your / Your Siblings marriage,7,6
Male,36,1,500000,"Real estate, Bonds",10000,Through Bank,Mobile applications,All the above ,20,8
Male,58,1,250000,Gold / Any other Materialistic investment,5000,Friends,News articles / Current affairs,All the above ,9,3
Male,42,0,80,Crypto currency,1000,Friends,Social media/ Articles,Regarding your / Your Siblings marriage,7,5
Female,25,0,200000,Crypto currency,2000,Self motivation ,Books,Planning for finacial freedom after Retirement,20,3
Female,49,0,280000,Gold / Any other Materialistic investment,5000,Self motivation ,Mobile applications,Planning for finacial freedom after Retirement,10,5
Female,41,0,150000,"Real estate, Bonds",0,Schemes,Investors in bank,Wealth generation,8,4
Male,43,0,384000,Mutual Funds,2000,Self,News articles / Current affairs,Planning for finacial freedom after Retirement,25,2
Female,45,1,180000,"Banking - RD, FD",5000,Self,Mobile applications,Wealth generation,20,1
Male,24,0,0,Crypto currency,0,Self,Social media/ Articles,Children's education/ Marriage,4,1
Female,56,1,120000,"Real estate, Bonds",5000,Self,Social media/ Articles,Tax saving,6,1
Male,28,1,600000,Mutual Funds,7000,Self motivation ,Family members/Friends,All the above ,7,6
Male,23,1,300000,Not prepared ,0,No one,Mobile applications,All the above ,20,3
Female,30,0,120000,Mutual Funds,10000,No one,Books,Wealth generation,3,0
Male,41,1,400000,Marketing ,10000,Family member,Social media/ Articles,Planning for finacial freedom after Retirement,1,2
Male,29,1,360000,Not prepared ,10000,Self Interest ,Investors in bank,All the above ,8,6
Male,28,1,180000,Marketing ,2000,Through Bank,Investors in bank,Tax saving,9,3
Male,40,0,80,Marketing ,10000,Schemes,Social media/ Articles,Construction of own House / Buying a new Car,1,1
Female,20,1,250000,Marketing ,0,Self motivation ,Social media/ Articles,Personal Savings,2,3
Male,46,1,280000,Marketing ,3000,Friends,Social media/ Articles,Regarding your / Your Siblings marriage,1,7
Male,51,0,360000,Not prepared ,0,Schemes,Books,Planning for finacial freedom after Retirement,10,1
Female,21,0,80,Mutual Funds,7000,Self motivation ,News articles / Current affairs,Personal Savings,15,1
Female,46,0,384000,"Banking - RD, FD",5000,Schemes,Investors in bank,Personal Savings,5,8
Female,33,0,360000,Mutual Funds,10000,Self Interest ,Investors in bank,Personal Savings,10,3
Female,29,1,384000,"Real estate, Bonds",5000,Self ,News articles / Current affairs,Planning for finacial freedom after Retirement,15,8
Female,46,1,250000,"Banking - RD, FD",10000,Social media/ Articles,Books,Personal Savings,5,6
Male,30,0,0,"Stocks - Intraday, long term",10000,Family member,Mobile applications,Personal Savings,9,8
Female,39,1,300000,Not prepared ,10000,Social media/ Articles,Books,Personal Savings,5,6
Male,23,0,600000,"Stocks - Intraday, long term",3000,Family member,Family members/Friends,Construction of own House / Buying a new Car,20,5
Male,30,1,200000,Gold / Any other Materialistic investment,0,Agents/Investment brokers,Social media/ Articles,Personal Savings,3,7
Male,39,0,260000,"Banking - RD, FD",1000,Family member,Books,All the above ,1,2
Male,57,0,260000,Marketing ,2000,No one,Books,Children's education/ Marriage,20,0
Male,25,1,350000,"Banking - RD, FD",0,No one,Family members/Friends,Children's education/ Marriage,4,3
Female,54,1,300000,Crypto currency,7000,Social media/ Articles,Mobile applications,Construction of own House / Buying a new Car,25,3
Female,56,0,260000,Chit fund,10000,Agents/Investment brokers,Mobile applications,Personal Savings,15,6
Female,53,1,300000,Crypto currency,10000,Social media/ Articles,Brokers,Wealth generation,1,8
Male,58,0,350000,Marketing ,2000,No one,Social media/ Articles,Wealth generation,2,2
Male,39,0,384000,Chit fund,10000,Agents/Investment brokers,Brokers,Tax saving,6,7
Male,25,1,150000,Marketing ,2000,Self ,Social media/ Articles,Children's education/ Marriage,10,6
Female,53,1,400000,Crypto currency,3000,Self motivation ,Family members/Friends,Construction of own House / Buying a new Car,2,5
Female,31,1,350000,"Stocks - Intraday, long term",7000,Self motivation ,News articles / Current affairs,Wealth generation,9,4
